ID;Fecha_ Pedido;Cod_Tienda;id_producto;Qtde;Precio_Unitario
AX628;25-02-2023;A1500109;1001;18;160,99
AX2201;13-07-2023;A1500108;1006;24;159
AX1074;04-04-2023;A1500109;1008;4;119,3
AX2950;13-11-2023;A1500109;1001;15;160,99
AX2722;06-10-2023;A1500109;1001;13;160,99
AX133;15-01-2023;A1500109;1005;11;999
AX2433;20-08-2023;A1500111;1006;32;159
AX1652;22-05-2023;A1500109;1004;25;210
AX5114;11-11-2023;A5200100;1001;36;160,99
AX5129;12-11-2023;A3100104;1004;22;210
AX549;18-02-2023;A1500109;1008;4;119,3
AX1495;09-05-2023;A1500109;1008;4;119,3
AX2471;28-08-2023;A1500111;1004;29;210
AX288;28-01-2023;A1500109;1006;14;159
AX2944;11-11-2023;A1500108;1004;16;210
AX969;26-03-2023;A1500109;1006;22;159
AX213;21-01-2023;A1500109;1004;11;210
AX445;08-02-2023;A1500111;1006;18;159
AX1688;25-05-2023;A1500111;1006;48;159
AX68;08-01-2023;A1500109;1003;19;499,19
AX342;31-01-2023;A1500109;1006;15;159
AX2050;24-06-2023;A1500109;1004;25;210
AX5212;27-11-2023;A3100104;1003;38;499,19
AX1240;18-04-2023;A1500109;1004;21;210
AX876;18-03-2023;A1500108;1004;24;210
AX2402;15-08-2023;A1500111;1006;24;159
AX4162;07-06-2023;A3100104;1008;16;119,3
AX246;24-01-2023;A1500109;1006;20;159
AX882;18-03-2023;A1500109;1008;4;119,3
AX2258;22-07-2023;A1500111;1006;49;159
AX3408;30-01-2023;A5200050;1002;21;320,19
AX1292;23-04-2023;A1500109;1007;23;630,99
AX462;10-02-2023;A1500109;1008;4;119,3
AX1092;06-04-2023;A1500108;1003;28;499,19
AX711;04-03-2023;A1500109;1006;20;159
AX2643;25-09-2023;A1500108;1006;34;159
AX1248;18-04-2023;A1500109;1007;8;630,99
AX4746;13-09-2023;A5200100;1004;15;210
AX2748;10-10-2023;A1500108;1004;135;210
AX3605;02-03-2023;A3100104;1005;18;999
AX1119;08-04-2023;A1500109;1004;36;210
AX4534;07-08-2023;A5200100;1007;19;630,99
AX1256;20-04-2023;A1500111;1006;22;159
AX3431;01-02-2023;A3100104;1001;45;160,99
AX1493;08-05-2023;A1500109;1006;17;159
AX680;02-03-2023;A1500108;1003;25;499,19
AX1477;07-05-2023;A1500109;1006;22;159
AX2659;28-09-2023;A1500109;1006;19;159
AX3570;26-02-2023;A5200100;1005;33;999
AX886;18-03-2023;A1500109;1008;4;119,3
AX775;10-03-2023;A1500109;1003;23;499,19
AX11;02-01-2023;A1500109;1006;22;159
AX990;28-03-2023;A1500111;1006;18;159
AX2951;13-11-2023;A1500111;1005;50;999
AX5073;05-11-2023;A3100104;1004;23;210
AX2295;29-07-2023;A1500109;1001;8;160,99
AX475;10-02-2023;A1500109;1006;20;159
AX2938;11-11-2023;A1500108;1007;26;630,99
AX1062;03-04-2023;A1500109;1003;21;499,19
AX714;05-03-2023;A1500109;1006;23;159
AX1490;08-05-2023;A1500109;1006;17;159
AX4068;21-05-2023;A5200100;1002;17;320,19
AX4954;16-10-2023;A3100104;1005;16;999
AX3922;26-04-2023;A3100104;1001;26;160,99
AX82;09-01-2023;A1500109;1004;12;210
AX604;21-02-2023;A1500109;1005;24;999
AX3864;15-04-2023;A5200100;1004;34;210
AX3856;13-04-2023;A3100104;1008;16;119,3
AX858;17-03-2023;A1500109;1006;39;159
AX3767;30-03-2023;A5200100;1005;38;999
AX1276;22-04-2023;A1500108;1006;46;159
AX3715;22-03-2023;A3100104;1003;45;499,19
AX3646;09-03-2023;A3100104;1008;44;119,3
AX971;26-03-2023;A1500109;1007;9;630,99
AX2160;03-07-2023;A1500109;1001;18;160,99
AX4331;06-07-2023;A3100104;1005;44;999
AX5302;12-12-2023;A3100104;1001;23;160,99
AX3546;23-02-2023;A5200100;1005;50;999
AX2303;30-07-2023;A1500111;1004;22;210
AX1369;29-04-2023;A1500108;1004;20;210
AX670;02-03-2023;A1500109;1003;8;499,19
AX3872;16-04-2023;A3100104;1005;22;999
AX3813;08-04-2023;A3100104;1008;22;119,3
AX3231;26-12-2023;A1500109;1004;23;210
AX5257;05-12-2023;A5200100;1001;25;160,99
AX638;25-02-2023;A1500111;1006;18;159
AX3204;21-12-2023;A1500109;1006;23;159
AX1651;21-05-2023;A1500111;1006;35;159
AX2708;05-10-2023;A1500111;1005;25;999
AX574;19-02-2023;A1500109;1006;19;159
AX483;11-02-2023;A1500109;1006;19;159
AX980;27-03-2023;A1500109;1004;11;210
AX1165;11-04-2023;A1500108;1004;51;210
AX459;10-02-2023;A1500111;1006;32;159
AX1159;11-04-2023;A1500109;1005;24;999
AX2404;17-08-2023;A1500109;1004;8;210
AX2926;09-11-2023;A1500109;1003;8;499,19
AX1075;04-04-2023;A1500109;1003;13;499,19
AX1049;02-04-2023;A1500109;1004;28;210
AX1890;10-06-2023;A1500109;1007;18;630,99
AX763;09-03-2023;A1500109;1003;13;499,19
AX3550;23-02-2023;A3100104;1006;48;159
AX3145;11-12-2023;A1500111;1006;20;159
AX1663;23-05-2023;A1500109;1003;14;499,19
AX5006;24-10-2023;A3100104;1004;20;210
AX262;25-01-2023;A1500109;1001;10;160,99
AX1081;04-04-2023;A1500109;1008;4;119,3
AX1259;20-04-2023;A1500111;1004;28;210
AX3960;04-05-2023;A5200050;1001;16;160,99
AX1599;18-05-2023;A1500109;1006;19;159
AX981;27-03-2023;A1500111;1004;41;210
AX1328;25-04-2023;A1500109;1003;16;499,19
AX2730;08-10-2023;A1500109;1001;20;160,99
AX2249;21-07-2023;A1500109;1006;20;159
AX3660;11-03-2023;A5200100;1006;43;159
AX5041;30-10-2023;A5200100;1005;32;999
AX2562;11-09-2023;A1500109;1003;10;499,19
AX2217;16-07-2023;A1500111;1004;33;210
AX2191;10-07-2023;A1500109;1006;18;159
AX2439;21-08-2023;A1500109;1007;10;630,99
AX46;07-01-2023;A1500109;1004;9;210
AX1206;15-04-2023;A1500109;1004;9;210
AX4460;29-07-2023;A5200100;1002;15;320,19
AX3555;25-02-2023;A1500107;1007;52;630,99
AX2683;01-10-2023;A1500111;1006;44;159
AX1181;13-04-2023;A1500111;1006;50;159
AX3914;24-04-2023;A1500107;1008;31;119,3
AX5231;02-12-2023;A3100104;1007;48;630,99
AX317;29-01-2023;A1500109;1008;4;119,3
AX3858;13-04-2023;A5200050;1004;38;210
AX64;08-01-2023;A1500109;1008;9;119,3
AX4766;17-09-2023;A3100104;1006;25;159
AX5313;13-12-2023;A3100104;1001;28;160,99
AX834;14-03-2023;A1500109;1004;23;210
AX2557;11-09-2023;A1500109;1003;15;499,19
AX249;24-01-2023;A1500109;1006;16;159
AX2718;06-10-2023;A1500109;1006;26;159
AX3466;07-02-2023;A3100104;1007;39;630,99
AX220;22-01-2023;A1500109;1003;13;499,19
AX107;11-01-2023;A1500109;1006;25;159
AX299;28-01-2023;A1500109;1001;21;160,99
AX2558;11-09-2023;A1500109;1002;8;320,19
AX4120;31-05-2023;A5200050;1003;30;499,19
AX2876;30-10-2023;A1500109;1006;24;159
AX4946;15-10-2023;A3100104;1004;24;210
AX4797;21-09-2023;A3100104;1005;18;999
AX4042;17-05-2023;A3100104;1004;20;210
AX2778;15-10-2023;A1500109;1001;11;160,99
AX903;19-03-2023;A1500109;1003;10;499,19
AX640;25-02-2023;A1500109;1003;11;499,19
AX856;17-03-2023;A1500108;1004;38;210
AX251;24-01-2023;A1500111;1003;16;499,19
AX2663;29-09-2023;A1500111;1006;36;159
AX1484;08-05-2023;A1500109;1008;4;119,3
AX2138;01-07-2023;A1500109;1006;20;159
AX4931;14-10-2023;A3100104;1008;29;119,3
AX2359;07-08-2023;A1500109;1004;10;210
AX1882;09-06-2023;A1500111;1001;20;160,99
AX1974;18-06-2023;A1500109;1003;17;499,19
AX1096;06-04-2023;A1500109;1003;10;499,19
AX1801;03-06-2023;A1500108;1006;23;159
AX2803;19-10-2023;A1500111;1006;18;159
AX2285;27-07-2023;A1500109;1003;19;499,19
AX4039;17-05-2023;A3100104;1004;42;210
AX4315;04-07-2023;A3100104;1001;35;160,99
AX3369;24-01-2023;A5200100;1001;31;160,99
AX450;08-02-2023;A1500109;1003;23;499,19
AX1491;08-05-2023;A1500109;1006;21;159
AX408;06-02-2023;A1500109;1008;4;119,3
AX919;21-03-2023;A1500109;1008;4;119,3
AX3355;22-01-2023;A3100104;1007;52;630,99
AX1792;03-06-2023;A1500109;1003;10;499,19
AX5146;16-11-2023;A5200100;1001;20;160,99
AX437;07-02-2023;A1500109;1006;20;159
AX1816;03-06-2023;A1500108;1003;25;499,19
AX5121;11-11-2023;A5200050;1001;36;160,99
AX1702;26-05-2023;A1500108;1006;40;159
AX4684;03-09-2023;A5200050;1001;48;160,99
AX4991;23-10-2023;A5200100;1007;27;630,99
AX2861;27-10-2023;A1500111;1004;28;210
AX3054;27-11-2023;A1500109;1003;11;499,19
AX5132;13-11-2023;A3100104;1001;48;160,99
AX3970;06-05-2023;A5200100;1002;25;320,19
AX4216;17-06-2023;A3100104;1002;18;320,19
AX3724;23-03-2023;A1500107;1005;30;999
AX2432;20-08-2023;A1500111;1006;41;159
AX3869;16-04-2023;A3100104;1002;17;320,19
AX1847;05-06-2023;A1500111;1006;31;159
AX5385;28-12-2023;A5200100;1007;33;630,99
AX2354;07-08-2023;A1500109;1003;12;499,19
AX1617;19-05-2023;A1500111;1006;28;159
AX3319;16-01-2023;A5200050;1006;34;159
AX1322;25-04-2023;A1500109;1006;24;159
AX2398;15-08-2023;A1500108;1006;39;159
AX2927;09-11-2023;A1500109;1003;8;499,19
AX4081;24-05-2023;A3100104;1003;27;499,19
AX4893;07-10-2023;A5200050;1005;39;999
AX211;21-01-2023;A1500111;1003;18;499,19
AX1347;28-04-2023;A1500111;1006;25;159
AX1814;03-06-2023;A1500108;1006;35;159
AX578;20-02-2023;A1500109;1006;21;159
AX5270;07-12-2023;A3100104;1007;18;630,99
AX4522;07-08-2023;A5200050;1006;27;159
AX361;01-02-2023;A1500109;1003;8;499,19
AX4279;28-06-2023;A3100104;1001;17;160,99
AX2995;18-11-2023;A1500109;1005;9;999
AX2862;27-10-2023;A1500111;1005;18;999
AX1118;08-04-2023;A1500111;1006;41;159
AX4708;06-09-2023;A3100104;1007;40;630,99
AX4094;27-05-2023;A5200100;1007;20;630,99
AX268;27-01-2023;A1500109;1003;16;499,19
AX641;25-02-2023;A1500111;1006;40;159
AX3331;18-01-2023;A5200100;1006;24;159
AX2649;26-09-2023;A1500109;1003;12;499,19
AX104;11-01-2023;A1500109;1003;12;499,19
AX1833;04-06-2023;A1500109;1005;9;999
AX1323;25-04-2023;A1500111;1006;32;159
AX2090;27-06-2023;A1500109;1003;8;499,19
AX2753;12-10-2023;A1500109;1006;22;159
AX1478;07-05-2023;A1500109;1001;11;160,99
AX4419;19-07-2023;A1500107;1001;92;160,99
AX2627;23-09-2023;A1500108;1006;54;159
AX5172;20-11-2023;A1500107;1002;34;320,19
AX789;11-03-2023;A1500108;1006;33;159
AX4064;21-05-2023;A5200100;1002;31;320,19
AX2312;01-08-2023;A1500109;1001;19;160,99
AX4209;15-06-2023;A3100104;1001;31;160,99
AX5197;26-11-2023;A5200050;1006;46;159
AX956;25-03-2023;A1500108;1001;16;160,99
AX4535;08-08-2023;A5200100;1005;17;999
AX382;03-02-2023;A1500108;1004;52;210
AX2716;06-10-2023;A1500109;1004;13;210
AX999;28-03-2023;A1500109;1006;20;159
AX2071;25-06-2023;A1500108;1003;30;499,19
AX3359;23-01-2023;A5200050;1005;23;999
AX204;20-01-2023;A1500109;1003;11;499,19
AX820;14-03-2023;A1500109;1004;20;210
AX4141;04-06-2023;A5200100;1006;32;159
AX1046;02-04-2023;A1500108;1004;31;210
AX1595;16-05-2023;A1500109;1008;4;119,3
AX1653;22-05-2023;A1500111;1006;45;159
AX1941;15-06-2023;A1500111;1006;36;159
AX169;17-01-2023;A1500111;1006;23;159
AX1209;16-04-2023;A1500111;1006;22;159
AX193;18-01-2023;A1500111;1006;34;159
AX2035;22-06-2023;A1500109;1004;18;210
AX1808;03-06-2023;A1500108;1006;26;159
AX1579;15-05-2023;A1500111;1004;37;210
AX393;04-02-2023;A1500109;1005;12;999
AX1571;15-05-2023;A1500109;1006;21;159
AX2137;01-07-2023;A1500109;1004;15;210
AX4501;03-08-2023;A3100104;1003;47;499,19
AX3377;25-01-2023;A5200100;1007;52;630,99
AX2389;14-08-2023;A1500109;1004;26;210
AX2925;07-11-2023;A1500108;1004;23;210
AX3972;06-05-2023;A1500107;1005;52;999
AX5169;20-11-2023;A3100104;1001;19;160,99
AX5375;26-12-2023;A3100104;1005;31;999
AX1001;30-03-2023;A1500109;1003;9;499,19
AX2122;30-06-2023;A1500108;1006;23;159
AX5263;05-12-2023;A1500107;1001;40;160,99
AX662;28-02-2023;A1500109;1005;12;999
AX3018;21-11-2023;A1500111;1006;21;159
AX1354;28-04-2023;A1500109;1008;4;119,3
AX5102;08-11-2023;A3100104;1001;48;160,99
AX920;21-03-2023;A1500108;1004;18;210
AX4352;10-07-2023;A3100104;1007;15;630,99
AX1944;15-06-2023;A1500111;1006;34;159
AX818;13-03-2023;A1500109;1001;19;160,99
AX1120;08-04-2023;A1500109;1006;25;159
AX3226;25-12-2023;A1500109;1004;21;210
AX2549;09-09-2023;A1500109;1006;26;159
AX4831;27-09-2023;A3100104;1002;26;320,19
AX1780;02-06-2023;A1500111;1006;29;159
AX4828;27-09-2023;A5200050;1006;20;159
AX123;14-01-2023;A1500109;1006;21;159
AX2885;31-10-2023;A1500109;1004;10;210
AX988;28-03-2023;A1500108;1005;52;999
AX1760;30-05-2023;A1500109;1008;10;119,3
AX577;19-02-2023;A1500109;1008;4;119,3
AX2574;14-09-2023;A1500111;1006;37;159
AX586;20-02-2023;A1500111;1006;30;159
AX652;27-02-2023;A1500111;1006;88;159
AX2747;10-10-2023;A1500109;1003;21;499,19
AX3112;08-12-2023;A1500109;1008;8;119,3
AX4616;20-08-2023;A3100104;1001;33;160,99
AX3703;21-03-2023;A5200050;1005;25;999
AX1290;23-04-2023;A1500109;1004;15;210
AX1615;19-05-2023;A1500108;1005;15;999
AX4752;13-09-2023;A5200100;1007;31;630,99
AX2664;29-09-2023;A1500111;1003;17;499,19
AX4890;05-10-2023;A5200100;1008;21;119,3
AX1671;23-05-2023;A1500109;1003;8;499,19
AX4079;23-05-2023;A3100104;1006;30;159
AX1838;05-06-2023;A1500109;1006;24;159
AX259;25-01-2023;A1500109;1004;18;210
AX2949;12-11-2023;A1500109;1005;8;999
AX4144;05-06-2023;A5200100;1001;51;160,99
AX3196;19-12-2023;A1500109;1003;21;499,19
AX3463;06-02-2023;A3100104;1006;18;159
AX4751;13-09-2023;A3100104;1001;22;160,99
AX2849;26-10-2023;A1500110;1003;15;499,19
AX3792;04-04-2023;A5200100;1007;39;630,99
AX2315;01-08-2023;A1500108;1003;30;499,19
AX203;20-01-2023;A1500109;1003;10;499,19
AX139;15-01-2023;A1500109;1003;9;499,19
AX4773;18-09-2023;A5200050;1001;15;160,99
AX4190;12-06-2023;A5200100;1007;48;630,99
AX3558;25-02-2023;A3100104;1005;18;999
AX3937;30-04-2023;A1500107;1006;36;159
AX5190;25-11-2023;A5200100;1001;21;160,99
AX1038;01-04-2023;A1500108;1006;36;159
AX274;27-01-2023;A1500111;1001;15;160,99
AX303;28-01-2023;A1500109;1001;13;160,99
AX4674;30-08-2023;A3100104;1005;44;999
AX616;24-02-2023;A1500109;1001;22;160,99
AX2173;06-07-2023;A1500109;1005;9;999
AX1473;07-05-2023;A1500109;1001;8;160,99
AX2326;04-08-2023;A1500109;1001;15;160,99
AX3522;20-02-2023;A5200100;1001;42;160,99
AX2416;18-08-2023;A1500108;1003;19;499,19
AX65;08-01-2023;A1500111;1003;19;499,19
AX3681;16-03-2023;A3100104;1004;43;210
AX4437;24-07-2023;A5200050;1001;40;160,99
AX353;01-02-2023;A1500108;1006;24;159
AX3517;19-02-2023;A5200100;1004;35;210
AX2496;02-09-2023;A1500109;1004;13;210
AX2216;16-07-2023;A1500109;1006;46;159
AX2845;24-10-2023;A1500111;1006;40;159
AX4509;05-08-2023;A3100104;1005;45;999
AX2196;13-07-2023;A1500109;1001;11;160,99
AX622;24-02-2023;A1500108;1006;49;159
AX1353;28-04-2023;A1500109;1006;25;159
AX3021;21-11-2023;A1500108;1005;36;999
AX3607;02-03-2023;A3100104;1006;30;159
AX3753;28-03-2023;A3100104;1002;31;320,19
AX1427;04-05-2023;A1500109;1003;24;499,19
AX1649;21-05-2023;A1500108;1006;51;159
AX653;27-02-2023;A1500108;1003;15;499,19
AX3790;04-04-2023;A5200050;1002;25;320,19
AX2962;14-11-2023;A1500109;1008;11;119,3
AX2793;17-10-2023;A1500108;1006;39;159
AX1795;03-06-2023;A1500109;1003;13;499,19
AX2569;12-09-2023;A1500109;1003;18;499,19
AX2143;01-07-2023;A1500109;1006;23;159
AX5303;12-12-2023;A3100104;1008;39;119,3
AX4241;21-06-2023;A5200100;1002;22;320,19
AX4524;07-08-2023;A3100104;1008;32;119,3
AX2851;26-10-2023;A1500111;1001;24;160,99
AX1657;22-05-2023;A1500109;1004;18;210
AX4786;19-09-2023;A3100104;1003;20;499,19
AX2642;25-09-2023;A1500109;1003;10;499,19
AX2478;29-08-2023;A1500109;1007;13;630,99
AX1727;28-05-2023;A1500109;1004;23;210
AX2062;24-06-2023;A1500109;1003;18;499,19
AX1196;15-04-2023;A1500111;1003;28;499,19
AX4747;13-09-2023;A5200100;1006;46;159
AX1679;25-05-2023;A1500111;1006;34;159
AX1825;04-06-2023;A1500111;1006;27;159
AX3207;22-12-2023;A1500109;1007;12;630,99
AX2652;26-09-2023;A1500109;1001;29;160,99
AX642;25-02-2023;A1500109;1004;11;210
AX1315;24-04-2023;A1500111;1006;31;159
AX1610;18-05-2023;A1500111;1006;38;159
AX5199;26-11-2023;A5200100;1003;39;499,19
AX4901;08-10-2023;A5200100;1006;42;159
AX1268;21-04-2023;A1500111;1005;23;999
AX2797;19-10-2023;A1500109;1003;18;499,19
AX4514;05-08-2023;A5200100;1002;18;320,19
AX3003;19-11-2023;A1500108;1001;20;160,99
AX5115;11-11-2023;A3100104;1004;42;210
AX3167;15-12-2023;A1500109;1001;14;160,99
AX287;28-01-2023;A1500111;1003;16;499,19
AX857;17-03-2023;A1500109;1004;16;210
AX3069;01-12-2023;A1500111;1003;21;499,19
AX4719;09-09-2023;A3100104;1007;31;630,99
AX896;19-03-2023;A1500109;1004;26;210
AX2571;14-09-2023;A1500109;1008;10;119,3
AX305;28-01-2023;A1500111;1001;48;160,99
AX2828;23-10-2023;A1500109;1003;21;499,19
AX4769;17-09-2023;A1500107;1003;40;499,19
AX275;27-01-2023;A1500108;1001;15;160,99
AX3625;07-03-2023;A3100104;1007;27;630,99
AX3604;02-03-2023;A5200100;1005;29;999
AX1654;22-05-2023;A1500109;1008;4;119,3
AX2565;12-09-2023;A1500108;1001;27;160,99
AX517;14-02-2023;A1500111;1006;24;159
AX1905;11-06-2023;A1500109;1007;17;630,99
AX773;10-03-2023;A1500109;1006;25;159
AX867;17-03-2023;A1500108;1001;17;160,99
AX630;25-02-2023;A1500109;1004;25;210
AX1512;11-05-2023;A1500109;1003;20;499,19
AX863;17-03-2023;A1500111;1006;100;159
AX720;05-03-2023;A1500109;1006;25;159
AX4294;01-07-2023;A5200100;1001;15;160,99
AX5046;30-10-2023;A1500107;1007;50;630,99
AX2257;22-07-2023;A1500111;1006;21;159
AX1769;01-06-2023;A1500109;1004;26;210
AX3946;01-05-2023;A5200100;1004;48;210
AX953;24-03-2023;A1500109;1005;22;999
AX2235;18-07-2023;A1500111;1004;46;210
AX4936;14-10-2023;A5200100;1005;29;999
AX3048;25-11-2023;A1500109;1005;12;999
AX3544;23-02-2023;A5200100;1001;22;160,99
AX1672;23-05-2023;A1500111;1003;31;499,19
AX2001;20-06-2023;A1500108;1006;31;159
AX1230;17-04-2023;A1500109;1003;16;499,19
AX4624;22-08-2023;A5200100;1005;39;999
AX1560;14-05-2023;A1500109;1003;12;499,19
AX3837;11-04-2023;A5200100;1008;17;119,3
AX1597;18-05-2023;A1500109;1005;26;999
AX671;02-03-2023;A1500109;1006;26;159
AX3307;15-01-2023;A3100104;1008;35;119,3
AX3286;10-01-2023;A5200050;1008;38;119,3
AX2189;10-07-2023;A1500108;1004;22;210
AX937;23-03-2023;A1500108;1003;24;499,19
AX1829;04-06-2023;A1500109;1003;25;499,19
AX2719;06-10-2023;A1500109;1008;10;119,3
AX3256;31-12-2023;A1500108;1005;15;999
AX686;02-03-2023;A1500111;1006;60;159
AX4239;21-06-2023;A3100104;1001;40;160,99
AX2869;29-10-2023;A1500111;1007;39;630,99
AX1895;10-06-2023;A1500111;1006;26;159
AX1754;30-05-2023;A1500109;1005;20;999
AX3787;03-04-2023;A3100104;1004;30;210
AX307;29-01-2023;A1500111;1006;34;159
AX2924;07-11-2023;A1500111;1003;33;499,19
AX1446;05-05-2023;A1500110;1001;45;160,99
AX1681;25-05-2023;A1500109;1004;24;210
AX3734;25-03-2023;A1500107;1004;30;210
AX2623;23-09-2023;A1500111;1006;52;159
AX2129;30-06-2023;A1500111;1003;36;499,19
AX1968;17-06-2023;A1500109;1001;16;160,99
AX4735;11-09-2023;A5200050;1002;30;320,19
AX2241;20-07-2023;A1500108;1004;31;210
AX4989;22-10-2023;A5200100;1003;42;499,19
AX1551;14-05-2023;A1500109;1004;11;210
AX503;12-02-2023;A1500109;1008;4;119,3
AX3798;05-04-2023;A5200100;1006;29;159
AX4332;06-07-2023;A3100104;1006;16;159
AX1335;27-04-2023;A1500108;1006;35;159
AX2222;16-07-2023;A1500109;1007;15;630,99
AX31;06-01-2023;A1500109;1008;8;119,3
AX1843;05-06-2023;A1500109;1004;11;210
AX4903;09-10-2023;A1500107;1002;52;320,19
AX4681;02-09-2023;A5200100;1001;17;160,99
AX569;19-02-2023;A1500109;1001;17;160,99
AX1022;31-03-2023;A1500109;1005;20;999
AX2333;04-08-2023;A1500108;1006;48;159
AX865;17-03-2023;A1500111;1006;29;159
AX1222;17-04-2023;A1500109;1007;10;630,99
AX2791;17-10-2023;A1500111;1005;49;999
AX985;27-03-2023;A1500109;1008;4;119,3
AX4412;18-07-2023;A3100104;1003;47;499,19
AX661;28-02-2023;A1500109;1006;24;159
AX2006;20-06-2023;A1500109;1001;17;160,99
AX884;18-03-2023;A1500109;1007;9;630,99
AX3140;11-12-2023;A1500109;1003;16;499,19
AX2068;25-06-2023;A1500108;1006;66;159
AX3345;22-01-2023;A3100104;1004;20;210
AX4498;03-08-2023;A5200100;1006;41;159
AX5219;29-11-2023;A5200050;1006;36;159
AX1040;02-04-2023;A1500108;1005;26;999
AX2395;15-08-2023;A1500108;1001;18;160,99
AX3361;23-01-2023;A3100104;1007;19;630,99
AX1645;21-05-2023;A1500109;1008;9;119,3
AX768;09-03-2023;A1500111;1003;32;499,19
AX1518;11-05-2023;A1500109;1008;4;119,3
AX3057;27-11-2023;A1500108;1005;31;999
AX1811;03-06-2023;A1500108;1006;38;159
AX1782;02-06-2023;A1500109;1004;23;210
AX3415;30-01-2023;A5200050;1008;28;119,3
AX2910;06-11-2023;A1500109;1004;13;210
AX5015;25-10-2023;A5200100;1008;33;119,3
AX300;28-01-2023;A1500109;1003;12;499,19
AX171;17-01-2023;A1500111;1003;20;499,19
AX261;25-01-2023;A1500111;1003;16;499,19
AX573;19-02-2023;A1500111;1004;21;210
AX143;15-01-2023;A1500111;1001;28;160,99
AX2656;28-09-2023;A1500109;1008;9;119,3
AX1271;21-04-2023;A1500109;1007;13;630,99
AX2159;03-07-2023;A1500109;1004;13;210
AX3210;22-12-2023;A1500111;1003;20;499,19
AX3250;30-12-2023;A1500108;1001;26;160,99
AX2028;22-06-2023;A1500109;1008;8;119,3
AX4441;24-07-2023;A3100104;1007;23;630,99
AX1956;16-06-2023;A1500109;1008;11;119,3
AX2118;29-06-2023;A1500109;1003;20;499,19
AX1355;28-04-2023;A1500109;1005;14;999
AX3948;01-05-2023;A1500107;1002;30;320,19
AX374;03-02-2023;A1500109;1005;9;999
AX1044;02-04-2023;A1500109;1003;13;499,19
AX3994;10-05-2023;A3100104;1006;34;159
AX2761;13-10-2023;A1500109;1005;8;999
AX122;14-01-2023;A1500109;1004;17;210
AX1123;08-04-2023;A1500111;1006;42;159
AX2766;14-10-2023;A1500109;1005;10;999
AX4350;10-07-2023;A1500107;1004;92;210
AX320;29-01-2023;A1500108;1001;27;160,99
AX2696;02-10-2023;A1500108;1004;39;210
AX4092;27-05-2023;A3100104;1004;43;210
AX3411;30-01-2023;A5200100;1003;37;499,19
AX527;15-02-2023;A1500111;1006;54;159
AX222;22-01-2023;A1500109;1006;33;159
AX2750;12-10-2023;A1500109;1001;11;160,99
AX874;18-03-2023;A1500111;1004;39;210
AX1742;29-05-2023;A1500108;1006;49;159
AX4397;17-07-2023;A1500107;1005;86;999
AX1812;03-06-2023;A1500108;1001;30;160,99
AX1870;08-06-2023;A1500109;1003;26;499,19
AX741;07-03-2023;A1500109;1002;10;320,19
AX3272;08-01-2023;A5200050;1008;38;119,3
AX59;08-01-2023;A1500111;1006;34;159
AX3820;08-04-2023;A1500107;1007;68;630,99
AX1283;22-04-2023;A1500111;1006;64;159
AX3865;15-04-2023;A5200100;1004;18;210
AX2830;24-10-2023;A1500108;1006;41;159
AX1963;17-06-2023;A1500109;1007;8;630,99
AX2210;15-07-2023;A1500109;1001;9;160,99
AX2504;03-09-2023;A1500109;1006;24;159
AX1934;13-06-2023;A1500109;1001;8;160,99
AX1166;13-04-2023;A1500111;1006;49;159
AX412;06-02-2023;A1500109;1001;12;160,99
AX1622;19-05-2023;A1500109;1004;24;210
AX2538;08-09-2023;A1500109;1003;26;499,19
AX2646;25-09-2023;A1500109;1004;19;210
AX224;22-01-2023;A1500109;1008;13;119,3
AX4129;01-06-2023;A1500107;1007;102;630,99
AX1732;28-05-2023;A1500111;1003;27;499,19
AX3483;11-02-2023;A3100104;1007;49;630,99
AX219;22-01-2023;A1500108;1004;34;210
AX734;06-03-2023;A1500109;1004;43;210
AX340;31-01-2023;A1500111;1005;23;999
AX4043;17-05-2023;A3100104;1002;31;320,19
AX3664;12-03-2023;A3100104;1005;30;999
AX3420;31-01-2023;A3100104;1008;26;119,3
AX4856;01-10-2023;A3100104;1007;15;630,99
AX751;09-03-2023;A1500109;1004;18;210
AX2996;18-11-2023;A1500111;1006;60;159
AX996;28-03-2023;A1500109;1004;13;210
AX4596;17-08-2023;A5200100;1005;22;999
AX4253;24-06-2023;A3100104;1007;45;630,99
AX1068;04-04-2023;A1500109;1001;14;160,99
AX709;04-03-2023;A1500108;1006;37;159
AX4945;15-10-2023;A5200100;1007;16;630,99
AX4140;04-06-2023;A3100104;1004;32;210
AX380;03-02-2023;A1500111;1006;48;159
AX96;10-01-2023;A1500111;1005;20;999
AX4292;01-07-2023;A5200050;1004;46;210
AX54;07-01-2023;A1500109;1003;20;499,19
AX4013;14-05-2023;A3100104;1007;41;630,99
AX3587;28-02-2023;A1500107;1007;120;630,99
AX772;10-03-2023;A1500108;1003;48;499,19
AX3600;02-03-2023;A5200100;1007;15;630,99
AX4339;08-07-2023;A5200100;1001;23;160,99
AX1101;07-04-2023;A1500111;1003;33;499,19
AX200;20-01-2023;A1500111;1005;16;999
AX1135;09-04-2023;A1500109;1003;9;499,19
AX1334;25-04-2023;A1500109;1003;24;499,19
AX1778;02-06-2023;A1500108;1001;16;160,99
